NINE_FIG,MARK_ID
113520406,219378
113520410,225968
113520411,225969
113520412,225970
113520413,225971
113520414,225972
113520415,225973
113520416,225974
113520417,225975
113520418,225976
113520419,225977
113520420,225978
113520421,225979
113520422,225980
113520423,225981
113520424,225982
113520425,225983
113520426,225984
113520427,225985
113520428,225986
113520429,225987
113520430,225988
113520437,230216
113520438,230217
113520439,230218
113520440,230219
113520441,230220
113520442,230221
113520443,230222
113520444,230223
113520445,230224
113520446,230225
113520447,230226
113520448,230227
113520449,230228
113520450,230229
113520451,230230
113520452,230231
113520453,230232
113520454,230233
113520455,230234
113520456,230235
113520457,230236
113520458,230237
113520459,230238
113520460,230239
113520461,230240
113520462,230241
113520463,230242
113520464,230243
113520465,230244
113520466,230245
113520467,230246
113520468,230247
113520470,230248
113520471,230249
113520472,230250
113520473,235870
113520474,235871
113520475,235872
113520476,235873
113520477,235874
113520478,235875
113520479,235876
113520480,235877
113520481,233771
113520482,235878
113520483,235879
113520484,235880
113520485,233772
113520486,233773
113520487,235881
113520488,235882
113520489,233774
113520490,233775
113520491,235883
113520492,235884
113520493,235885
113520494,233776
113520495,247590
113520500,230251
113520501,230252
113520502,230253
113520503,230254
113520504,230255
113520505,230256
113520506,230257
113520507,230258
113520508,230259
113520509,230260
113520510,230261
113520511,230262
113520512,230263
113520513,230264
113520514,230265
113520515,230266
113520516,230267
113520517,230268
113520518,230269
113520519,230270
113520520,230271
113520522,234017
113520523,234018
113520524,234019
113520525,230956
113520526,230957
113520527,230958
113520528,230959
113520529,230960
113520530,230961
113520531,230962
113520532,230963
113520533,231002
113520534,230964
113520535,230965
113520536,230966
113520537,230976
113520538,230977
113520539,230978
113520540,230979
113520543,230980
113520544,230981
113520545,230982
113520546,230983
113520547,231003
113520548,231004
113520549,231005
113520550,231006
113520551,231007
113520552,231008
113520553,231009
113520554,231010
113520555,234020
113520556,234021
113520558,236326
113520559,236327
113520561,236328
113520562,236329
113520563,236330
113520564,236331
113520565,236332
113520566,236333
113520567,236334
113520568,236335
113520569,236336
113520570,236337
113520571,236338
113520572,236339
113520573,236340
113520574,236341
113520575,236342
113520576,234979
113520578,234980
113520581,234500
113520582,234501
113520583,234502
113520604,242267
113520605,242268
113520616,235886
113520617,235887
113520618,235888
113520619,235889
113520620,235890
113520621,235891
113520622,235892
113520623,235893
113520624,235894
113520626,235895
113520628,235896
113520630,235897
113520631,235898
113520632,235899
113520633,235900
113520635,235901
113520636,235902
113520637,235903
113520638,235904
113520639,235905
113520641,235906
113520642,235907
113520643,235908
113520644,235909
113520645,235910
113520646,235911
113520647,235912
113520648,235913
113520649,235914
113520650,235915
113520651,235916
113520652,235917
113520653,235918
113520654,235919
113520655,235920
113520656,235921
113520657,235922
113520658,235923
113520659,235924
113520667,248944
113520676,233777
113520677,233778
113520678,233779
113520679,234759
113520680,234760
113520681,233780
113520682,234761
113520683,233781
113520684,234762
113520685,234763
113520686,233782
113520687,233783
113520688,233784
113520689,233785
113520690,233786
113520691,235925
113520692,235926
113520693,235927
113520694,235928
113520695,235929
113520696,235930
113520697,235931
113520698,235932
113520699,235933
113520700,235934
113520701,235935
113520726,233787
113520727,235936
113520728,233788
113520729,235937
113520730,233789
113520731,233790
113520732,235938
113520733,235939
113520734,235940
113520775,233791
113520776,233792
113520777,233793
113520778,233794
113520779,233795
113520780,233796
113520781,234981
113520782,234022
113520783,234023
113520786,235941
113520787,235942
113520788,236709
113520789,236710
113520790,236711
113520791,236712
113520792,236713
113520793,236714
113520794,240266
113520795,240267
113520796,240268
113520797,240269
113520798,240270
113520799,240271
113520800,240272
113520801,240273
113520802,240274
113520803,240275
113520805,264525
113520811,238441
113520812,238442
113520815,238443
113520816,238444
113520817,238445
113520818,238446
113520819,238447
113520852,254285
113520853,254286
113520854,254287
113520867,237448
113520868,237449
113520949,262233
113520988,243741
113520989,243742
113520990,243743
113521004,257874
113521005,257875
113521006,255806
113521007,255807
113521008,255808
113521014,262122
113521015,262123
113521016,262124
113521017,262234
113521018,262235
113521019,262236
113521020,262237
113521022,258323
113521023,258324
113521024,258325
113521025,258326
113521026,258327
113521027,258328
113521028,258329
113521049,262238
113521050,262239
113521051,262240
113521052,262241
113521053,262242
113521056,262243
113521057,262244
113521058,262245
113521059,262246
113521060,262247
113521061,262248
113521062,262249
113521067,262250
113521068,262251
113521069,262252
113521070,262253
113521071,262254
113521072,262255
113521073,262256
113521074,262257
113521075,262258
113528635,226186
113528636,226187
113530000,159960
113530001,159961
113530002,159968
113530003,159969
113530004,159962
113530005,159963
113530006,159964
113530007,159965
113530008,159966
113530009,159967
113530017,192199
113530027,194061
113530038,185916
113530039,185917
113530044,187084
113530045,187074
113530046,187075
113530047,187076
113530048,187077
113530049,187078
113530050,187079
113530051,187090
113530052,187089
113530053,187088
113530054,187087
113530055,187086
113530056,187083
113530057,190670
113530058,190669
113530100,188318
113530102,188319
113530103,188304
113530106,188303
113530108,188302
113530109,188301
113530113,188306
113530114,188307
113530115,188308
113530116,188324
113530117,188294
113530120,188305
113530204,225672
113530210,204507
113530211,204508
113530212,204509
113530301,186754
113530305,225673
113530308,192110
113580044,219554
113580119,188163
113580120,188167
113580121,188096
113580122,188079
113580123,191533
113580124,191532
113580125,191531
113580128,196274
113580129,196275
113580130,196276
113580131,191162
113580132,191171
113580133,200815
113580134,200816
113580135,190167
113580136,190150
113580139,190311
113580140,190312
113580141,193800
113580143,192423
113580144,192420
113580147,191306
113580148,191312
113580149,191311
113580150,193200
113580151,193201
113580152,193202
113580153,193203
113580154,194448
113580155,194449
113580156,194450
113580157,196408
113580158,196409
113580159,194451
113580160,194452
113580161,193309
113580162,193310
113580163,193311
113580164,193789
113580165,192916
113580166,192917
113580167,193036
113580168,193037
113580169,193038
113580170,193039
113580171,193040
113580172,193067
113580173,193068
113580174,193111
113580176,193112
113580177,193113
113580178,193114
113580179,193426
113580181,208753
113580182,208754
113580187,192918
113580188,192919
113580189,192920
113580190,193755
113580191,193756
113580192,193757
113580193,193758
113580194,196093
113580195,196094
113580196,196095
113580199,193455
113580200,193456
113580201,193457
113580202,196315
113580203,196316
113580204,196317
113580205,193801
113580206,193802
113580207,193803
113580208,195998
113580209,195999
113580210,196000
113580211,196001
113580213,195989
113580214,195990
113580215,195991
113580216,195992
113580217,195993
113580222,196277
113580223,196278
113580224,196143
113580225,196144
113580227,206086
113580228,195771
113580229,195772
113580230,195773
113580231,195774
113580232,196775
113580233,196791
113580241,197335
113580243,196878
113580244,196916
113580245,194242
113580246,197446
113580247,197447
113580248,197448
113580249,197449
113580250,197455
113580251,197457
113580252,197487
113580254,196792
113580255,196793
113580260,196884
113580261,196885
113580262,196886
113580266,200817
113580267,200818
113580268,200819
113580269,200820
113580270,200821
113580271,200822
113580272,196865
113580273,196866
113580274,196867
113580275,196863
113580276,197473
113580277,197477
113580278,197476
113580279,196889
113580280,196872
113580281,196871
113580282,196870
113580283,198852
113580284,198853
113580285,198854
113580286,198077
113580287,198153
113580288,198152
113580289,198921
113580290,208249
113580292,208250
113580293,208252
113580294,208253
113580297,208254
113580299,200494
113580300,200495
113580301,200496
113580302,200942
113580303,199990
113580304,199991
113580305,199992
113580306,199993
113580307,199994
113580308,199995
113580309,199996
113580310,199997
113580311,199998
113580312,200823
113580313,205032
113580314,200347
113580315,200348
113580316,200349
113580317,199347
113580318,199348
113580319,200824
113580321,199349
113580322,200585
113580323,200586
113580324,200587
113580325,199350
113580326,199351
113580327,199352
113580328,199353
113580329,199999
113580330,200000
113580331,200001
113580332,200002
113580333,200497
113580334,200498
113580335,229817
113580336,229818
113580337,229819
113580338,229820
113580339,200213
113580340,200214
113580341,201061
113580342,201062
113580343,200215
113580344,200216
113580345,200217
113580352,200724
113580353,200725
113580440,219555
113580445,249763
113580446,249764
113580447,249765
113580462,236477
113580465,236597
113580472,262917
113580473,262918
113580486,207568
113580500,251789
113580504,251790
113580506,208960
113580507,209992
113580508,209993
113580509,209994
113580510,209995
113580519,212504
113580520,212505
113580521,212506
113580522,208650
113580523,208652
113580524,208653
113580525,208256
113580526,208257
113580527,208258
113580528,208259
113580529,208261
113580530,208263
113580531,208264
113580532,208265
113580533,208267
113580536,206700
113580537,206701
113580548,254636
113580549,254637
113580550,254638
113580568,231848
113580583,261561
113580584,261562
113580585,261563
113580590,209330
113580591,209331
113580592,209332
113580598,218375
113580599,218376
113580600,218377
113580601,218378
113580603,224014
113580615,220404
113580620,223540
113580625,261496
113580627,261497
113580630,244332
113580631,244333
113580632,223848
113580638,233880
113580640,225263
113580643,228142
113580651,245376
113580652,245377
113580653,245378
113580654,245379
113580659,246248
113580660,245380
113580663,244863
113580664,244864
113580665,244865
113580666,244866
113580667,244867
113580670,245020
113580671,245021
113580672,245022
113580673,245023
113580674,245024
113580690,237223
113580691,237224
113580692,237225
113580699,259384
113580700,241233
113580701,241234
113580702,241235
113580788,262021
113580789,262022
113580790,262023
113580791,262024
113580792,262025
113580793,263090
113580794,263091
113580800,246088
113580801,246089
113580802,246090
113580830,248622
113580831,248623
113580832,248624
113580836,261975
113580837,261976
113580840,248424
113580841,248425
113580851,251243
113580852,251244
113580856,251052
113580857,251053
113580858,251054
113580897,251988
113580898,251989
113580899,251990
113580900,252896
113580905,259174
113580906,259175
113580907,259176
113580910,252418
113580911,252419
113580931,254056
113580932,254057
113580933,254058
113580970,255468
113580971,255469
113580972,256657
113580973,255179
113580974,255180
113580975,255181
113580977,257092
113580978,257093
113580994,259014
113580995,259015
113600203,259529
113600204,259530
113630000,160072
113630001,160073
113630002,160074
113630003,160075
113630004,160076
113630005,160077
113630006,160078
113630007,160079
113630008,160080
113630009,160081
113630010,160082
113630011,160083
113630012,160084
113630013,160085
113630014,160086
113630015,160087
113630016,160088
113630017,160089
113630018,160090
113630019,160091
113630020,160092
113630021,160093
113630022,160094
113630023,160095
113630024,160096
113630025,160097
113630026,160098
113630027,160099
113630028,160100
113630029,160101
113630030,160102
113630031,160103
113630032,160104
113630033,160105
113630034,160106
113630035,160107
113630036,160108
113630037,160109
113630038,160110
113630039,160053
113630040,160054
113630041,160055
113630042,160056
113630045,160139
113630046,160140
113630047,160141
113630048,160142
113630049,160143
113630050,160144
113630051,160145
113630052,160146
113630053,160147
113630054,160148
113630055,160149
113640002,159528
113640003,190185
113640007,231849
113640017,160764
113640018,160765
113640019,160766
113640020,160767
113640021,160768
113640022,200943
113640024,190044
113640030,187822
113640031,187823
113640034,188654
113640035,188655
113640036,189770
113640037,189769
113640038,191416
113640039,191415
113640042,202011
113640048,202012
113640049,202013
113640050,202014
113640054,202015
113640055,202016
113640056,202017
113640057,202018
113640060,200145
113640061,200144
113640062,202019
113640063,202020
113640064,202021
113640065,202022
113640066,202023
113640069,208507
113640072,198327
113640073,198326
113640074,202024
113640075,202025
113640076,202026
113640077,202027
113640078,202028
113640080,213084
113640082,213085
113640083,213086
113640084,213087
113640085,213088
113640086,213099
113640087,213100
113640088,213101
113640089,213102
113640090,213103
113640091,213104
113640092,213105
113640093,213106
113640094,213107
113640095,213108
113640096,213109
113640097,213110
113640098,213111
113640099,213112
113640100,213113
113640101,213114
113640102,213115
113640103,213116
113640104,213117
113640105,213118
113640106,213119
113640107,213120
113640108,213121
113640109,241745
113640111,213122
113640112,213123
113640113,213124
113640114,213125
113640115,213126
113640116,214579
113640117,214580
113640118,214581
113640120,214582
113640121,214583
113640122,214584
113640123,214585
113640124,214586
113640125,214587
113640126,214588
113640131,214589
113640132,213127
113640134,213089
113640135,213090
113640136,213091
113640137,213092
113640138,213093
113640139,214590
113640140,214591
113640141,214592
113640142,214593
113640143,214594
113640144,214595
113640145,214596
113640165,234982
113640168,234983
113640174,210962
113640175,210963
113640176,216119
113640177,216120
113640178,216121
113640179,216122
113640180,216123
113640181,216124
113640182,216125
113640183,216126
113640184,216127
113640185,216128
113640186,216129
113640187,216130
113640188,216131
113640189,216132
113640190,216133
113640191,216134
113640192,216135
113640193,216136
113640194,216137
113640195,216138
113640196,216139
113640197,216140
113640198,213921
113640199,213922
113640200,213923
113640201,213924
113640202,213925
113640203,214597
113640229,219958
113640230,219959
113640231,219960
113640232,219961
113640233,219962
113640236,219963
113640237,219964
113640238,219965
113640239,219966
113640243,247993
113640249,226060
113640250,226061
113640251,231358
113640252,231359
113640253,231360
113640254,231361
113640255,231362
113640256,231363
113640257,231364
113640258,231365
113640259,231366
113640260,231367
113640261,231368
113640262,231369
113640263,231370
113640264,231371
113640265,231372
113640266,231373
113640267,231374
113640268,231375
113640269,231376
113640270,231377
113640271,231378
113640272,231379
113640273,230756
113640274,230757
113640275,230758
113640276,230759
113640277,230760
113640278,230761
113640279,230762
113640280,230763
113640281,230764
113640282,230765
113640283,230766
113640284,230767
113640285,230768
113640286,230769
113640287,230770
113640288,230771
113640289,230772
113640290,230773
113640291,230774
113640292,230775
113640293,230776
113640294,230777
113640295,230778
113640296,257305
113640297,230779
113640298,230780
113640299,230781
113640300,230782
113640301,230783
113640302,234024
113640303,234025
113640324,228806
113640325,228807
113640326,228808
113640327,228809
113640328,228810
113640331,230272
113640332,230273
113640340,231560
113640341,231561
113640342,231562
113640346,231110
113640347,231111
113640348,235672
113640349,235673
113640350,235674
113640351,235675
113640352,235676
113640353,235677
113640356,231380
113640357,232293
113640358,232294
113640359,232295
113640360,232296
113640361,232297
113640362,232298
113640363,232299
113640364,232300
113640365,232301
113640366,232302
113640367,231381
113640368,231382
113640369,234764
113640370,234765
113640371,234766
113640372,234767
113640373,234768
113640374,234769
113640375,234770
113640376,234771
113640377,234772
113640378,234773
113640379,234774
113640380,234775
113640381,234776
113640382,234777
113640383,234778
113640384,234779
113640385,234780
113640386,234781
113640387,234782
113640388,234783
113640389,234784
113640390,234785
113640391,234786
113640392,234787
113640393,234788
113640394,234789
113640395,234790
113640396,234791
113640397,234792
113640398,234793
113640399,231902
113640400,231903
113640401,231904
113640402,231905
113640439,237899
113640440,237900
113640441,237901
113640442,237902
113640443,237903
113640444,237904
113640452,234794
113640453,234795
113640454,234796
113640455,234797
113640457,238448
113640468,234798
113640469,234799
113640470,234800
113640471,234801
113640472,234802
113640473,234803
113640474,234804
113640475,234805
113640476,234806
113640477,234807
113640478,234808
113640479,234809
113640480,234810
113640481,234811
113640482,234812
113640483,234813
113640484,234814
113640485,234815
113640486,234816
113640487,234817
113640488,234818
113640490,256071
113640491,256072
113640492,234819
113640493,234820
113640494,234821
113640495,235824
113640496,237450
113640497,237451
113640498,237452
113640499,238449
113640500,238450
113640501,238451
113640518,244060
113640519,244061
113640520,244062
113640521,244063
113640522,244064
113640523,244065
113640524,244066
113640525,244067
113640526,244068
113640527,244069
113640559,237905
113640560,237906
113640561,237907
113640562,237908
113640563,237909
113640568,239293
113640569,239294
113640570,239295
113640575,252194
113640584,244070
113640585,244071
113640586,244072
113640596,259016
113640643,244334
113640644,244335
113640645,244336
113640646,244337
113640647,244338
113640648,244339
113640649,244073
113640650,244074
113640651,244075
113640663,248426
113640664,248427
113640665,248428
113640666,248429
113640667,248430
113640668,248431
113640669,248432
113640670,248433
113640671,248434
113640672,248435
113640673,247679
113640686,258378
113640689,258379
113640690,258380
113640732,247429
113640733,247430
113640734,252185
113640735,252186
113640736,252187
113640737,252188
113640738,251991
113640739,251992
113640740,252195
113640741,252196
113640742,252197
113640743,252198
113640744,252199
113640745,252200
113640746,251993
113640747,251994
113640748,247994
113640749,247995
113640750,247996
113640751,247997
113640752,247998
113640753,247999
113640754,248000
113640755,248001
113640756,248002
113640757,248003
113640758,248004
113640759,248005
113640760,248006
113640761,248007
113640766,248008
113640767,248009
113640768,248010
113640769,248011
113640770,248012
113640771,248013
113640772,248014
113640773,248015
113640774,248016
113640780,247680
113640781,247681
113640782,247682
113640783,247683
113640784,247684
113640785,247685
113640786,247686
113640787,247687
113640788,247688
113640789,247689
113640804,246360
113640805,246361
113640806,246362
113640807,246363
113640813,252201
113640814,252202
113640815,252203
113640818,248017
113640819,248018
113640820,248019
113640821,248020
113640822,248021
113640827,252204
113640829,258583
113640832,252205
113640833,252206
113640834,258584
113640837,251995
113640838,251996
113640839,251997
113640840,251998
113640841,251999
113640842,252000
113640843,252001
113640844,252002
113640845,252003
113640846,252004
113640847,252005
113640848,252207
113640849,252208
113640850,252209
113640851,252210
113640852,252211
113640854,251303
113640855,251304
113640856,251305
113640857,251306
113640858,256604
113640859,256605
113640860,252212
113640861,252213
113640862,252006
113640863,252007
113640864,258330
113640865,258331
113640866,258332
113640867,264761
113640868,258333
113640870,248436
113640871,258603
113640872,258604
113640873,258605
113640874,252008
113640875,252009
113640876,258606
113640877,258607
113640878,256848
113640879,256849
113640880,256850
113640884,252214
113640885,252215
113640886,252216
113640887,252217
113640888,252218
113640889,252219
113640890,252220
113640891,252221
113640892,252222
113640893,252223
113640894,252224
113640895,252225
113640896,252226
113640897,252227
113640898,252228
113640900,258608
113640901,258609
113640902,258610
113640903,258611
113640904,258612
113640909,264762
113640910,264763
113640911,252229
113640912,257401
113640913,257402
113640914,257403
113640915,257404
113640916,257405
113640917,257406
113640918,257407
113640919,257408
113640920,257409
113640921,257410
113640922,256606
113640923,256607
113640924,256608
113640925,258585
113640926,258586
113640927,258587
113640928,258588
113640939,258589
113640940,258590
113640941,258591
113640942,258592
113640943,258593
113640944,258594
113640945,258595
113640946,258596
113640947,258597
113640948,258598
113640949,260429
113640950,260430
113640951,260431
113640952,255809
113640953,255810
113640954,255811
113640955,255812
113640956,259554
113640957,259555
113640958,259556
113640959,258613
113640960,258614
113640961,261737
113640962,261738
113640963,258381
113640964,258382
113640965,258383
113640966,258384
113640967,258385
113640968,258386
113640969,258387
113640970,258388
113640971,258389
113640972,258390
113640973,258391
113640974,258392
113640975,258393
113640976,258394
113640977,258395
113640978,258396
113640979,258397
113640980,260432
113640981,260433
113640982,260434
113640983,260435
113640984,260436
113640985,260437
113640986,260438
113640994,263344
113640995,263345
113640996,263346
113640997,263347
113640998,263348
113640999,263349
113641026,264749
113641027,264750
113641028,264751
113641029,264752
113641030,264753
113641031,264754
113641034,263350
113641035,263351
113641036,263352
113641038,263380
113641039,263381
113641040,263385
113641067,264285
113641068,263353
113641069,263354
113641070,263355
113641071,263386
113641072,263387
113641073,263388
113641074,263389
113641075,263390
113641076,263391
113641089,264286
113641090,264287
113641091,264288
113641092,264289
113641093,264290
113641094,264291
113641095,264292
113641096,264293
113641097,264294
113641098,264295
113641099,264296
113641100,263924
113641101,263925
113660000,186960
113660001,186961
113660002,186937
113660036,200656
113660123,227709
113660124,227710
113660125,228811
113660126,228812
113660132,255813
113660133,255814
113660134,255815
113660135,255816
113660136,254883
113660137,254884
113660138,254885
113660139,254886
113660140,254887
113660141,254888
113660142,254889
113660143,254890
113660144,254891
113660145,254892
113660146,254893
113660147,254894
113660148,254895
113660149,254896
113660150,254897
113660151,254898
113660152,254899
113660153,254900
113660154,254901
113660155,254902
113660156,254903
113660157,254904
113660158,254905
113660159,254906
113660160,254907
113660161,254908
113660162,254909
113660163,254910
113660164,254911
113660165,254912
113660166,254913
113660167,254914
113660168,254915
113660169,254916
113660170,254917
113660171,254918
113660172,254919
113660173,254920
113660174,254921
113660175,254922
113660176,254923
113660177,254924
113660178,254925
113660179,257708
113660180,257709
113660181,257710
113660182,258244
113660183,258245
113660184,261498
113660185,258246
113660186,258247
113660187,261123
113660188,261124
113660200,261125
113660201,261126
113660202,261127
113660203,261128
113670000,241236
113670003,186030
113670004,186040
113670005,186039
113670006,185925
113670007,185922
113670008,185921
113670009,185920
113670010,185931
113670011,185932
113670012,185933
113670013,185934
113670014,185935
113670015,185924
113670016,185923
113670017,185930
113670018,185918
113670019,185929
113670020,185928
113670022,186955
113670023,186968
113670024,186969
113670025,186954
113670029,189119
113670030,189122
113670031,189123
113670032,189124
113670033,189125
113670035,196096
113670036,196097
113670037,196098
113670038,197608
113670039,197609
113670040,197610
113670041,197611
113670042,197612
113670044,229366
113670070,255668
113670071,255669
113670072,249578
113670073,249579
113680487,207569
113700004,195775
113700005,264970
113700008,209973
113700009,209974
113700011,187145
113700012,187144
113700014,191860
113700016,191858
113700017,191857
113700019,191856
113700020,191855
113700021,193893
113700022,193894
113700023,192395
113700024,192397
113700029,208848
113700030,210862
113700031,210861
113700032,210860
113700034,224015
113700035,224016
113700036,224017
113700040,228938
113700042,227549
113700043,229604
113700045,235187
113700046,238279
113700048,249580
113730001,214248
113730002,214249
113730025,227163
113730029,225615
113730030,225616
113730031,226188
113730032,226189
113730033,229367
113730034,229368
113730035,229369
113730036,229370
113730039,225617
113730040,232537
113730041,232538
113730042,232539
113730043,226122
113730044,227164
113730045,227165
113730046,227166
113730047,227167
113730048,228024
113730049,228025
113730050,228026
113730054,227168
113730055,227169
113730056,227170
113730057,228027
113730058,228028
113730059,228557
113730060,228558
113730061,228559
113730062,228560
113730063,228561
113730064,227814
113730065,227815
113730066,227816
113730067,227817
113730068,227818
113730069,228939
113730070,227550
113730071,227551
113730072,229371
113730076,230653
113730077,230654
113730078,228143
113730079,228144
113730080,231011
113730081,231012
113730087,229372
113730090,233409
113730091,233410
113730092,227896
113730093,227897
113730095,228266
113730096,228267
113730097,228268
113730101,229605
113730102,222236
113730103,222237
113730104,222238
113730105,229821
113730106,229822
113730109,239204
113730110,239205
113730111,239206
113730115,238967
113730116,238968
113730118,236478
113730120,243136
113730121,243137
113730122,238871
113730123,238872
113730124,238873
113730125,238874
113730126,231112
113730129,248325
113730131,229373
113730132,229374
113730133,229823
113730134,229824
113730135,232872
113730136,232873
113730139,264630
113730140,264631
113730141,228940
113730142,229375
113730143,228941
113730144,228942
113730149,230274
113730150,230275
113730153,228943
113730154,228944
113730155,228945
113730156,228946
113730157,230276
113730158,229376
113730159,229377
113730160,231563
113730161,231383
113730162,231384
113730163,231385
113730165,229825
113730166,229826
113730168,231564
113730169,231565
113730170,232874
113730171,232875
113730172,232876
113730173,231386
113730174,231387
113730175,231388
113730176,232360
113730177,233695
113730178,233696
113730182,234026
113730183,234027
113730184,233697
113730185,234203
113730186,234204
113730187,238139
113730188,238140
113730189,238141
113730190,234555
113730191,233111
113730192,234984
113730193,231975
113730194,249766
113730196,233580
113730197,233581
113730198,233698
113730199,233699
113730200,234363
113730201,234364
113730202,244868
113730203,244869
113730206,236797
113730207,236798
113730208,252010
113730209,252011
113730211,234365
113730216,236479
113730217,236480
113730218,236481
113730219,234556
113730220,234478
113730221,236799
113730222,236343
113730223,236344
113730224,236345
113730225,234352
113730226,237453
113730227,237454
113730228,242424
113730229,242425
113730230,242426
113730231,238969
113730232,238970
113730234,254317
113730235,254318
113730237,236800
113730238,236801
113730239,234557
113730241,238280
113730242,238281
113730243,246484
113730244,238875
113730245,238876
113730246,246485
113730247,246486
113730250,237455
113730251,237456
113730252,237457
113730253,236522
113730254,238282
113730255,236002
113730256,236003
113730257,238283
113730258,237458
113730259,236888
113730261,238142
113730262,238143
113730263,241946
113730264,241947
113730266,242427
113730267,242428
113730268,242565
113730269,249675
113730271,237002
113730272,237003
113730273,237004
113730274,237124
113730275,237125
113730276,237005
113730277,237006
113730278,237007
113730279,237008
113730280,237009
113730281,239867
113730282,239868
113730283,239500
113730284,239501
113730285,239502
113730286,242429
113730287,242430
113730288,242431
113730289,242432
113730290,244548
113730291,244549
113730292,246567
113730294,238971
113730295,238972
113730296,238973
113730297,238974
113730298,237634
113730299,237635
113730302,242566
113730303,242567
113730304,241237
113730308,254288
113730309,254289
113730310,241238
113730311,241239
113730313,238284
113730314,238285
113730318,241746
113730319,241747
113730320,245290
113730321,245291
113730322,245292
113730323,243018
113730324,243019
113730325,244076
113730326,244077
113730327,242433
113730328,242434
113730329,241240
113730330,249581
113730331,249582
113730333,241241
113730334,246568
113730335,246569
113730336,242063
113730337,242064
113730338,242065
113730339,242817
113730340,242818
113730343,245381
113730344,245382
113730345,242435
113730346,242436
113730347,244179
113730348,244180
113730355,241242
113730356,241243
113730357,245914
113730358,241244
113730359,241245
113730360,243020
113730361,243021
113730362,242066
113730363,242067
113730364,242269
113730365,242270
113730368,246170
113730369,246171
113730370,242370
113730371,242068
113730372,242069
113730373,242271
113730374,242272
113730376,242731
113730377,242732
113730378,243649
113730379,243650
113730380,246570
113730381,246571
113730382,246604
113730383,246605
113730384,242611
113730385,246249
113730386,246250
113730387,244340
113730388,244341
113730389,246172
113730390,246173
113730391,243359
113730392,243360
113730393,246806
113730394,246807
113730395,242953
113730396,242954
113730399,243651
113730400,243652
113730401,245915
113730402,243982
113730403,243983
113730404,243722
113730405,243723
113730407,247726
113730408,247727
113730409,246572
113730410,246573
113730411,250935
113730412,250936
113730413,245554
113730414,245555
113730418,244181
113730419,244182
113730420,251198
113730421,251199
113730422,245916
113730423,245917
113730424,245383
113730425,245384
113730428,246251
113730429,246252
113730432,248625
113730433,248626
113730434,252550
113730435,252551
113730443,246253
113730444,246254
113730448,247591
113730449,247592
113730450,247593
113730451,247594
113730452,246255
113730453,246406
113730454,246407
113730455,248252
113730456,248253
113730457,248766
113730458,248767
113730459,246808
113730460,246809
113730461,246869
113730462,246870
113730467,252267
113730468,252268
113730469,245918
113730470,245919
113730471,245920
113730472,247091
113730473,247092
113730474,248553
113730475,248554
113730476,246871
113730477,246872
113730480,248792
113730481,248793
113730486,247728
113730487,247729
113730488,246810
113730489,246811
113730490,246408
113730491,246812
113730492,248945
113730493,248946
113730494,249255
113730495,249256
113730496,246873
113730497,246874
113730498,249476
113730499,249477
113730502,252800
113730503,255049
113730504,255050
113730507,253803
113730508,253804
113730509,249085
113730510,249086
113730511,252269
113730512,252270
113730513,248022
113730516,253412
113730518,252897
113730519,248794
113730520,248795
113730524,248947
113730527,248627
113730528,248628
113730529,249021
113730530,249022
113730531,256658
113730532,256659
113730533,252271
113730534,252272
113730535,248745
113730536,248746
113730537,248254
113730538,248255
113730539,253714
113730540,253715
113730545,249583
113730546,249584
113730549,249353
113730550,249354
113730551,254290
113730552,254291
113730555,249355
113730556,249356
113730561,251168
113730562,251169
113730563,251641
113730565,254348
113730570,253012
113730571,253013
113730572,253437
113730573,253438
113730576,251791
113730578,253606
113730579,253607
113730580,252012
113730581,252013
113730584,252552
113730585,252553
113730586,251917
113730587,253413
113730588,253414
113730589,255051
113730590,255052
113730591,254059
113730592,254060
113730593,252554
113730594,252555
113730595,252556
113730596,253415
113730597,252557
113730598,252558
113730599,253608
113730603,255281
113730604,255282
113730605,261665
113730606,261666
113730607,259268
113730608,259269
113730609,253609
113730610,253610
113730613,254585
113730614,254586
113730615,256660
113730616,256661
113730617,256073
113730618,256074
113730619,253014
113730620,253015
113730621,259017
113730622,259018
113730623,253611
113730624,261739
113730625,261740
113730626,255126
113730627,255127
113730628,255427
113730629,255428
113730632,255283
113730633,255284
113730634,256662
113730635,256663
113730638,253838
113730639,253839
113730640,254256
113730643,254146
113730644,254147
113730649,254292
113730650,254293
113730651,261564
113730652,261565
113730655,256760
113730656,256761
113730659,255053
113730660,255054
113730661,255055
113730662,255056
113730663,256664
113730664,256665
113730665,261667
113730666,261668
113730667,259557
113730668,259558
113730669,261566
113730670,261567
113730675,257094
113730676,257095
113730677,256140
113730678,256141
113730681,262139
113730682,262140
113730683,255594
113730684,255595
113730685,259177
113730686,259178
113730689,259270
113730690,259271
113730691,255596
113730692,255597
113730699,259385
113730700,259386
113730703,259272
113730704,259273
113730705,257037
113730706,257038
113730707,260835
113730708,260836
113730710,257435
113730716,257436
113730719,259387
113730720,259388
113730721,261741
113730722,261742
113730723,257171
113730724,257172
113730725,263053
113730726,263054
113730727,259019
113730728,259020
113730735,262026
113730736,262027
113730741,261977
113730742,261978
113730751,261979
113730752,261980
113730763,263017
113730764,263018
113730769,262047
113730770,262048
113730786,263253
113730787,263254
113730802,263092
113730803,263093
113730917,260684
113730918,260685
113750002,228947
113750003,228948
